,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,nutrient_score
181,시작,B절편(40g),B검은깨두유(100ml),B복숭아(천도)-60g,S포도(100g),S바나나(100g),잡곡밥(55),조갯살된장찌개,두부톳무침,얼갈이나물,나박김치,S증편(40g),S오미자아이스크림,잡곡밥(63),양지곰국,어묵당근볶음,파래무침,오이소박이김치,종료,15
182,시작,B양송이채소죽,B검은콩두유(150ml),B포도(100g),S복숭아(황도)-80g,S사과(50g),충무김밥+반찬,실파김국,닭봉구이,참나물된장무침,비트초절이,S크랜베리찹쌀케이크,S떠먹는요구르트(100ml),밤밥(55),어묵국수,매콤낙지채소볶음,청경채초무침,오이소박이김치,종료,12
183,시작,B참깨우유스프,B(우유제외)수제바나나두유,B멜론(50g),S자두(50g),S사과(35g),보리밥(63),해물탕,(저염)닭가슴살단호박조림,무미역무침,열무물김치,S절편(40g),S보리차,보리밥(55),실파장국,닭봉조림,애호박볶음,열무물김치,종료,12
184,시작,B고구마경단,B요구르트,B멜론(50g),S블루베리고구마샐러드,S멜론(100g),찰현미밥(55),차돌얼갈이국,파돼지불고기,감자당근채볶음,단배추물김치,S슈크림빵,S우유(200ml),찰현미밥(55),동태맑은국,참치어묵조림,채소샐러드,열무김치,종료,14
185,시작,B새우크림소스볶음,B두유(100ml),B복숭아(황도)-60g,S멜론(50g),S아몬드,잡곡밥(63),팽이장국,탕평채무침,얼갈이나물,나박김치,S단팥빵,S우유(200ml),잡곡밥(63),찹쌀옹심이국,두부냉채,해초볶음,석박지,종료,12
186,시작,B당근치즈죽,B수제바나나우유,B복숭아(60g),S멜론(50g),S사과(35g),팥밥(55),두부새우젓국,삼치무조림,건새우애호박볶음,비트초절이,S새우크림소스볶음,S보리차,팥밥(55),다슬기된장국,채소옥수수튀김,브로콜리무침,석박지,종료,14
187,시작,B치즈머핀,B두유(100ml),B사과(50g),S푸실리샐러드,S복숭아(60g),파프리카유부초밥,호박감자수제비국,소면채소무침,애호박건새우볶음,비트초절이,S고로케,S보리차,밤찹쌀팥밥(63),닭고기채소찌개,브로콜리오징어무침,매쉬드포테이토,열무물김치,종료,12
188,시작,B미니핫도그,B요구르트,B참외(50g),S자두(50g),수수밥(55),율무밥(63),건새우된장국,참치어묵조림,감자당근채볶음,나박김치,S슈크림빵,S우유(200ml),율무밥(63),순한고추장찌개,대구구이,애호박나물,깍두기,종료,12
189,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B블루베리고구마샐러드,S복숭아(60g),S자두(50g),찹쌀현미밥(55),동태맑은국,양배추맛살나물,채소샐러드,단배추물김치,S슈크림빵,S보리차,찹쌀현미밥(55),차돌얼갈이국,소고기브로콜리조림,진미채초무침,열무물김치,종료,15
190,시작,B치즈스틱,B(우유제외)수제바나나두유,B복숭아(천도)-60g,S사과(35g),S아몬드,오리훈제볶음밥,다진소고기콩나물국,고구마연근맛탕,과일샐러드(요거트드레싱),비트초절이,S단호박설기,S보리차,흑미밥(55),양파오징어국,새우살채소깨무침,진미채초무침,깍두기,종료,15
191,시작,B소고기미역죽,B고구마쉐이크,B복숭아(60g),S멜론(100g),S멜론(50g),현미밥(55),미역북어국,애호박생선살찜,매콤숙주미나리무침,깍두기,S고로케,S매실쥬스,현미밥(55),애호박두부젓국찌개,매콤낙지채소볶음,실곤약간장채소무침,나박김치,종료,13
192,시작,B영양부추타락죽,B(우유제외)수제바나나두유,B블루베리(50g),S복숭아(60g),S복숭아(60g),검정콩밥(55),매콤애호박국,닭고기냉채,도라지볶음,오이피클,S애플파이,S둥글레차,오징어칼국수,Empty,삼겹살구이,해초볶음,비트초절이,종료,12
193,시작,B소고기양파죽,B(우유제외)수제바나나두유,B사과(50g),S복숭아(천도)-60g,S멜론(50g),현미밥(55),아욱우렁된장국,주꾸미숙회,브로콜리무침,열무물김치,S단호박꿀찜,S보리차,현미밥(63),동태살무국,소고기채소조림,참치양파볶음,나박김치,종료,14
194,시작,B으깬견과류고구마샐러드(요거트),B두유(100ml),B자두(50g),S땅콩,S오이당근스틱,흑미밥(55),아욱우렁된장국,떡갈비간장조림,감자당근채볶음,백김치,S소보로빵,S우유(100ml),흑미밥(55),동태살국,소고기잡채,브로콜리무침,나박김치,종료,14
195,시작,B으깬견과류고구마샐러드(요거트),B두유(200ml),B과일샐러드(요거트드레싱),S멜론(50g),S복숭아(황도)-80g,흑미밥(63),해물탕,매콤주꾸미볶음,감자당근채볶음,비트초절이,S치즈머핀,S우유(100ml),흑미밥(63),동태살국,훈제오리단호박찜,브로콜리무침,석박지,종료,12
196,시작,B수제비,B두유(100ml),B복숭아(황도)-60g,S복숭아(80g),S복숭아(천도)-80g,감자밥(55),차돌얼갈이국,소고기토마토조림,매쉬드포테이토,단배추물김치,S연두부샐러드(오리엔탈드레싱),S보리차,감자밥(55),닭고기채소찌개,소면채소무침,건새우애호박볶음,열무물김치,종료,13
197,시작,B닭백숙,B요구르트,B복숭아(60g),S토마토(200g),S블루베리고구마샐러드,팥밥(55),동태맑은국,양배추맛살나물,진미채초무침,단배추물김치,S단호박샐러드,S보리차,팥밥(63),차돌얼갈이국,새우살볶음,채소샐러드,열무물김치,종료,13
198,시작,B절편(40g),B(우유제외)수제바나나두유,B복숭아(황도)-60g,S멜론(50g),S사과(35g),보리밥(55),건새우시금치국,감자부추전,맛살양상추샐러드,나박김치,S크림떡볶이,S식혜,보리밥(55),모듬버섯찌개,고구마연근맛탕,부추양파생채,배추김치,종료,12
199,시작,B치즈게살죽,B두유(100ml),B배(50g),S사과(35g),S복숭아(천도)-60g,잡곡밥(63),동태살국,(고춧가루제외)갈치조림,해초볶음,나박김치,S고로케,S오미자차,잡곡밥(63),두부새우젓국,삼치무조림,단호박찜,배추김치,종료,15
200,시작,B고구마스프,B요구르트,B멜론(50g),S복숭아(천도)-60g,S사과(35g),팥밥(55),동태맑은국,삼겹살구이,상추쌈,열무물김치,S떡볶이,S둥글레차,팥밥(55),두부새우젓국,소면채소무침,감자당근채볶음,단배추물김치,종료,12
201,시작,B양송이버섯스프,B(우유제외)수제바나나두유,B복숭아(60g),S복숭아(60g),S사과(35g),옥수수밥(63),유부쑥갓맑은국,고구마연근맛탕,감자당근채볶음,배추김치,S잔치국수,S보리차,옥수수밥(63),맑은애호박국,오리훈제구이,브로콜리무침,열무물김치,종료,14
202,시작,B소고기장국죽,B(우유제외)수제바나나두유,B방울토마토(70g),S복숭아(천도)-60g,S사과(75g),잡곡밥(63),얼갈이배추국,삼치무조림,양파초절임,나박김치,S크림떡볶이,S우유(100ml),잡곡밥(63),멸치장국,돼지고기굴소스볶음,건새우애호박볶음,배추김치,종료,13
203,시작,B으깬견과류고구마샐러드(요거트),B고구마쉐이크,B복숭아(60g),S호두,S복숭아(천도)-80g,밤찹쌀팥밥(55),동태살무국,닭고기냉채,애호박건새우볶음,배추김치,S크로와상,S우유(200ml),밤찹쌀팥밥(55),가지냉국,어묵감자조림,다시마북어볶음,비트초절이,종료,13
204,시작,B연두부+양념장,B고구마쉐이크,B복숭아(60g),S(우유제외)수박화채,S자두(50g),밤콩밥(63),얼갈이맑은국,매콤낙지채소볶음,가지양념무침,배추김치,S크림떡볶이,S보리차,김치우동,Empty,옥수수채소튀김,으깬견과류고구마샐러드(요거트),비트초절이,종료,15
205,시작,B아욱죽,B떠먹는요구르트(100ml),B복숭아(60g),B배(50g),S사과(35g),감자밥(55),호박감자수제비국,소고기당면불고기,건취나물간장볶음,오이소박이김치,S(우유제외)알리오올리오스파게티,S보리차,감자밥(55),안매운닭개장,유부맛살숙주무침,애호박새우젓볶음,배추김치,종료,15
206,시작,B치즈게살죽,B(우유제외)수제바나나두유,B멜론(50g),S복숭아(60g),S자두(50g),기장밥(55),콩가루얼갈이배추국,주꾸미채소간장볶음,파래자반,열무물김치,S카카오올리브케익,S둥글레차,기장밥(55),단호박김치국,어묵감자조림,참나물간장무침,나박김치,종료,15
207,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B참외샐러드,S복숭아(60g),S복숭아(60g),고구마밥(63),북어국,주꾸미숙회,채소샐러드,오이소박이김치,S잔치국수,S떠먹는요구르트(100ml),고구마밥(63),매콤애호박국,닭고기냉채,마카로니채소샐러드(토마토소스),배추김치,종료,15
208,시작,B감자죽,B복숭아호두스무디,B블루베리(50g),S푸실리샐러드,S복숭아(천도)-80g,팥밥(55),온청포묵국,매콤주꾸미볶음,채소샐러드(발사믹드레싱),단배추물김치,S도너츠,S둥글레차,팥밥(55),동태살국,새우살조림,무사과무침,나박김치,종료,13
209,시작,B브로콜리죽,B우유(150ml),B참외(50g),S복숭아(천도)-80g,S멜론(50g),잡곡밥(55),다슬기된장국(올갱이국),오징어불고기,건취나물간장볶음,단배추물김치,S알리오올리오스파게티,S보리차,잡곡밥(55),동태살국,햄참치채소전,무미역무침,배추김치,종료,14
210,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B멜론(100g),S복숭아(황도)-80g,S당근스틱,찰현미밥(63),얼갈이배추국,소고기양배추조림,맛살미역줄기볶음,비트초절이,S크림떡볶이,S둥글레차,찰현미밥(63),올갱이된장국,감자부추전,곤드레나물볶음,배추김치,종료,14
211,시작,B닭백숙,B요구르트,B과일샐러드(요거트드레싱),S복숭아(천도)-60g,S사과(35g),수수밥(55),멸치장국,새우춘권튀김,미역줄기채소볶음,열무물김치,S치즈,S(우유제외)고구마쉐이크,수수밥(55),버섯개장,쑥갓두부무침,진미채초무침,깍두기,종료,13
212,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)바나나쉐이크,B복숭아(80g),S사과(35g),S멜론(100g),충무김밥+반찬,팽이장국,채소옥수수튀김,부추겉절이,오이소박이김치,S마들렌,S둥글레차,고구마밥(55),온청포묵국,소고기당면불고기,얼갈이된장나물,나박김치,종료,14
213,시작,B브로콜리크림스프,B(우유제외)수제바나나두유,B복숭아(80g),S복숭아(황도)-80g,S멜론(50g),고구마밥(55),동태살국,주꾸미숙회,진미채초무침,나박김치,S(우유제외)토마토스파게티,S보리차,고구마밥(55),해물탕,옥수수채소튀김,애호박건새우볶음,배추김치,종료,14
214,시작,B소고기미역죽,B고구마쉐이크,B복숭아(천도)-60g,S멜론(50g),S수박(100g),수수밥(55),팽이장국,어묵고구마조림,파래무침,석박지,S치즈케이크,S검은깨두유(200ml),수수밥(55),실파장국,참치어묵조림,가지양념무침,깍두기,종료,15
215,시작,B콩나물죽,B떠먹는요구르트(100ml),B복숭아(60g),S(우유제외)과일화채,S멜론(100g),찹쌀밥(40),양파오징어국,훈제오리단호박볶음,브로콜리무침,배추김치,S짜장떡볶이,S우유(200ml),찹쌀밥(40),시래기된장국,매콤오징어볶음,쫄면무침,비트초절이,종료,13
216,시작,B감자죽,B호두우유,B멜론(50g),S사과(35g),S복숭아(천도)-60g,찰현미밥(55),동태살무국,탕평채무침,해초볶음,나박김치,S(우유제외)토마토스파게티,S둥글레차,찰현미밥(55),콩가루얼갈이배추국,삼치무조림,새싹채소샐러드,석박지,종료,12
217,시작,B단호박크림스프,B두유(100ml),B멜론(50g),S블루베리고구마샐러드,S멜론(50g),완두콩밥(55),실파맑은국,오리훈제구이,호박고지나물,깍두기,S파프리카유부초밥,S둥글레차,완두콩밥(55),해물탕,두부냉채,진미채초무침,배추김치,종료,15
218,시작,B단호박크림스프,B요구르트,B참외(50g),S복숭아(60g),S멜론(50g),수수밥(55),실파장국,돼지고기카레볶음,브로콜리무침,석박지,S멸치주먹밥,S쌀음료,수수밥(55),해물탕,두부톳무침,배오이생채,깍두기,종료,15
219,시작,B(우유제외)당근크림스프,B고구마쉐이크,B사과(75g),S사과(35g),S아몬드,찹쌀팥밥(55),멸치장국,오징어간장조림,애호박새우젓볶음,백김치,S새우크림소스볶음,S둥글레차,찹쌀팥밥(55),단배추된장국,양파링튀김,삼색초무침,비트초절이,종료,15
220,시작,B소고기타락죽,B검은깨두유(100ml),B사과(100g),S푸실리샐러드,S사과(35g),소고기카레라이스,삼색초무침,뱅어포튀김,당근양파볶음,파김치,S케이크,S둥글레차,찹쌀현미밥(55),배추국,삼치무조림,매콤숙주오이무침,나박김치,종료,15
221,시작,B으깬견과류고구마샐러드(요거트),B두유(150ml),B복숭아(60g),S바나나(50g),S자두(50g),차조밥(55),동태살무국,새우살조림,애호박건새우볶음,나박김치,S치즈,S우유(200ml),차조밥(63),쑥갓어묵탕,오리훈제구이,상추겉절이,오이소박이김치,종료,10
222,시작,B소고기스프,B요구르트,B복숭아(천도)-60g,S복숭아(황도)-80g,S멜론(50g),찹쌀현미밥(63),닭고기채소찌개,소면채소무침,오이생채,단배추물김치,S단호박설기,S둥글레차,찹쌀현미밥(55),건새우시금치국,(저염)갈치조림,동초무침,열무물김치,종료,15
223,시작,B삶은고구마,B검은깨두유(100ml),B참외(50g),S멜론(50g),S사과(35g),찹쌀밥(40),모듬버섯찌개,감자부추전,새싹채소샐러드,나박김치,S멸치주먹밥,S오미자아이스크림,찹쌀밥(40),실파장국,(저염)갈치조림,건새우애호박볶음,비트초절이,종료,14
224,시작,B웨지감자구이,B우유(100ml),B사과(35g),S(우유제외)과일화채,S복숭아(황도)-80g,밤찹쌀팥밥(55),건새우된장국,삼치무조림,애호박건새우볶음,단배추물김치,S녹차밤양갱,S식혜,밤찹쌀팥밥(63),안매운닭개장,오징어새우볶음,맛살양상추샐러드,배추김치,종료,12
225,시작,B(우유제외)단호박크림스프,B고구마쉐이크,B블루베리고구마샐러드,S청포도(100g),S멜론(50g),찹쌀밥(55),두부새우젓국,매콤낙지채소볶음,애호박볶음,열무물김치,S치즈,S보리차,찹쌀밥(55),동태살국,(저염)갈치조림,곤드레나물볶음,비트초절이,종료,14
226,시작,B으깬견과류고구마샐러드(요거트),B요구르트,B사과(35g),S멜론(50g),S복숭아(천도)-60g,기장밥(63),닭고기채소찌개,삼겹살구이,건취나물간장볶음,나박김치,S단호박떡케익,S둥글레차,충무김밥+반찬,온도토리묵국,참치어묵조림,동초무침,비트초절이,종료,15
227,시작,B채소스프,B고구마쉐이크,B복숭아(60g),B복숭아(60g),S사과(35g),율무밥(63),꼬막된장찌개,매콤낙지채소볶음,곤드레나물볶음,비트초절이,S슈크림빵,S보리차,율무밥(63),동태살무국,소고기당면불고기,진미채초무침,배추김치,종료,13
228,시작,B닭고기주먹밥,B고구마쉐이크,B복숭아(60g),S아몬드,S참외(50g),완두콩밥(55),온도토리묵국,탕평채무침,해초볶음,나박김치,S웨지감자구이,S둥글레차,완두콩밥(55),팽이장국,채소옥수수튀김,부추겉절이,비트초절이,종료,15
229,시작,B양송이크림스프,B검은깨두유(150ml),B사과(100g),S복숭아(황도)-60g,S(우유제외)과일화채,소고기주먹밥,팽이장국,오리훈제구이,양배추건새우볶음,파김치,S증편,S쌀음료,기장밥(55),오징어찌개,가자미유자청구이,실파김무침,석박지,종료,13
230,시작,B으깬견과류고구마샐러드(요거트),B바나나쉐이크,B사과(35g),S복숭아(천도)-60g,S멜론(50g),밤찹쌀팥밥(55),동태살무국,참치김치볶음,채소샐러드,배추김치,S애플파이,S식혜,밤찹쌀팥밥(55),유부쑥갓맑은국,파돼지불고기,상추겉절이,배추김치,종료,13
231,시작,B영양부추타락죽,B(우유제외)수제바나나두유,B사과(35g),S사과(35g),S복숭아(천도)-60g,오징어칼국수,두부새우젓국,애호박생선살찜,매쉬드포테이토,배추김치,S슈크림빵,S보리차,찹쌀현미밥(55),매콤애호박국,으깬두부채소전,해초볶음,석박지,종료,14
232,시작,B소고기장국죽,B두유(100ml),B복숭아(천도)-60g,S멜론(50g),S사과(35g),검정콩밥(63),다슬기아욱국,참치어묵조림,감자당근채볶음,열무물김치,S녹차밤양갱,S식혜,검정콩밥(63),유부쑥갓맑은국,삼치무간장조림,애호박볶음,비트초절이,종료,14
233,시작,B송편(40g),B수제바나나우유,B복숭아(60g),S사과(35g),S복숭아(천도)-60g,파프리카유부초밥,오징어숙주국,양배추맛살나물,곤드레나물볶음,깍두기,S단팥빵,S오미자아이스크림,밤콩밥(55),동태맑은국,삼치살데리야끼조림,도라지배무침,열무물김치,종료,15
234,시작,B단호박떡케익,B떠먹는요구르트(100ml),B복숭아(천도)-60g,S사과(35g),S블루베리(50g),찹쌀팥밥(55),유부쑥갓맑은국,브로콜리오징어무침,건취나물간장볶음,오이소박이김치,S크림떡볶이,S둥글레차,찹쌀팥밥(55),팽이장국,닭강정,가지무침,배추김치,종료,13
235,시작,B감자죽,B요구르트,B사과(35g),S사과(35g),S멜론(50g),쌀밥(55),다슬기된장국(올갱이국),소고기채소조림,애호박건새우볶음,깍두기,S크림떡볶이,S매실쥬스,김치햄볶음밥,매콤콩나물국,옥수수채소튀김,과일샐러드(요거트드레싱),석박지,종료,14
236,시작,B증편(40g),B검은깨두유(100ml),B복숭아(황도)-80g,S자두(50g),S포도(100g),미나리불고기덮밥,숙주당면국,삼겹살구이,당근스틱,단무지무침,S수제새우과자,S쌀음료,율무밥(55),버섯찌개,소고기마늘종볶음,청경채된장무침,배추김치,종료,15
237,시작,B(우유제외)아몬드스프,B두유(100ml),B사과(50g),S블루베리(50g),S복숭아(백도)-80g,감자밥(63),팽이장국,고구마맛탕,참나물무침,배추김치,S닭고기흑임자죽,S둥글레차,감자밥(63),멸치장국,닭다리카레찜,참나물간장무침,배추김치,종료,12
238,시작,B크로와상(30g),B(우유제외)수제바나나두유,B복숭아(60g),S(우유제외)수박화채,B복숭아(60g),밤밥(55),온청포묵국,오리훈제구이,건취나물간장볶음,오이소박이김치,S크림소스스파게티,S수정과,김치우동,Empty,으깬두부채소전,땅콩우엉무침,배추김치,종료,15
239,시작,B크로와상(30g),B검은깨두유(150ml),B멜론(50g),S호두,S바나나(50g),찹쌀밥(40),매콤애호박국,(저염)갈치조림,진미채초무침,열무물김치,S(우유제외)토마토스파게티,S우유(200ml),찹쌀밥(40),팽이장국,훈제오리단호박찜,가지양념무침,깍두기,종료,13
240,시작,B냉콩국+소면,B과일연두부스무디,B사과(100g),S복숭아(60g),S참외(50g),율무밥(63),다시마채국,삼치무조림,비름나물,열무물김치,S찐고구마,S보리차,율무밥(63),다시마채국,등심탕수육+소스,뱅어포구이,단배추물김치,종료,8
241,시작,B새우치즈죽,B두유(100ml),B멜론(50g),S사과(35g),S블루베리고구마샐러드,옥수수밥(55),쑥갓어묵탕,매콤오징어볶음,오이샐러드,단배추물김치,S치즈,S우유(200ml),옥수수밥(55),두부새우젓국,애호박생선살찜,건취나물간장볶음,열무물김치,종료,13
242,시작,B감자죽,B두유(100ml),B복숭아(60g),S복숭아(60g),S사과(35g),찰현미밥(63),유부쑥갓맑은국,닭고기냉채,채소샐러드,비트초절이,S치즈스틱,S둥글레차,찰현미밥(63),동태살무국,매콤주꾸미볶음,사과미나리무침,비트초절이,종료,14
243,시작,B으깬견과류고구마샐러드(요거트),B요구르트,B복숭아(60g),S블루베리(50g),S복숭아(60g),밤찹쌀팥밥(63),동태살무국,참치어묵조림,감자당근채볶음,비트초절이,S멸치주먹밥,S둥글레차,밤찹쌀팥밥(63),단호박새우젓국,돼지고기굴소스볶음,뱅어포볶음,배추김치,종료,14
244,시작,B마들렌,B고구마쉐이크,B복숭아(60g),S사과(35g),S멜론(100g),쌀밥(55),팽이장국,삼겹살구이,해초볶음,석박지,S매실젤리,S떠먹는요구르트(100ml),쌀밥(40),건새우시금치국,임연수양념조림,미니새송이볶음,배추김치,종료,13
245,시작,B단호박떡케익,B두유(150ml),B사과(100g),S아몬드,S사과(50g),감자밥(55),콩나물김치국,숙주맛살나물,양배추찜,배추김치,S크로와상,S고칼슘우유(100ml),감자밥(55),두부새우젓국,(우유제외)닭가슴살버터구이,실곤약간장채소무침,얼갈이배추김치,종료,14
246,시작,B(우유제외)단호박크림스프,B요구르트,B사과(35g),S사과(100g),S참외(50g),검정콩밥(55),대파감자국,수제비샐러드,무조림,배추김치,S녹차밤양갱,S검은깨두유(150ml),검정콩밥(55),감자된장국,(저염)갈치조림,상추겉절이,얼갈이배추김치,종료,12
247,시작,B크로와상(30g),B검은깨두유(200ml),B수박(100g),S복숭아(황도)-80g,S땅콩,완두콩밥(55),가지냉국,닭살간장조림,비름나물된장무침,파프리카피클,S호박죽,S식혜,완두콩밥(55),배추국,삼치쌈장조림,청포묵무침,나박김치,종료,13
248,시작,B고구마죽,B두유(100ml),B복숭아(80g),S멜론(50g),S수박화채,기장밥(55),팽이장국,닭가슴살샐러드(머스타드소스),감자당근채볶음,단배추물김치,S증편(40g),S우유(200ml),기장밥(55),유부쑥갓맑은국,오리훈제구이,상추무생채,열무김치,종료,12
249,시작,B소고기미역죽,B떠먹는요구르트(100ml),B복숭아(60g),S복숭아(천도)-60g,S사과(35g),잡곡밥(55),다슬기된장국,참치어묵조림,감자당근채볶음,열무물김치,S단팥빵,S우유(200ml),잡곡밥(55),유부쑥갓맑은국,맛살꼬지전,애호박볶음,배추김치,종료,13
250,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B복숭아(천도)-60g,S참외(50g),S아몬드,잡곡밥(63),얼갈이맑은국,해물우동숙주볶음,애호박볶음,나박김치,S크림떡볶이,S매실쥬스,잡곡밥(63),콩가루얼갈이배추국,떡갈비간장조림,상추겉절이,석박지,종료,13
251,시작,B(우유제외)소고기스프,B검은깨두유(100ml),B방울토마토(35g),S사과(35g),S복숭아(황도)-80g,김치우동,Empty,맛살꼬지전,마카로니채소샐러드(요거트드레싱),비트초절이,S으깬견과류고구마샐러드(요거트),S레몬주스,찹쌀현미밥(55),차돌얼갈이국,돼지고기콩나물찜,오징어채무침,단배추물김치,종료,14
252,시작,B소고기감자죽,B요구르트,B파인애플(50g),S(우유제외)과일화채,S포도(100g),쌀밥(40),오징어찌개,소고기감자조림,비름나물무침,얼갈이배추김치,S쌀과자,S검은깨두유(100ml),쌀밥(40),배추당면국,흰살생선전,얼갈이나물,석박지,종료,15
253,시작,B참치미역죽,B검은깨두유(200ml),B복숭아(80g),S사과(35g),S참외(50g),기장밥(55),당근황태국,매콤오징어볶음,얼갈이나물,배추김치,S새우크림소스볶음,S보리차,기장밥(55),오징어숙주국,가지구이,진미채초무침,나박김치,종료,13
254,시작,B양파치즈스프,B과일연두부스무디,B복숭아(황도)-60g,S배(50g),S블루베리(50g),보리밥(55),오징어숙주국,갈치감자조림,우엉볶음,갓김치,S크랜베리찹쌀케이크,S보리차,보리밥(55),팽이장국,수제비샐러드,뱅어포구이,나박김치,종료,14
255,시작,B새우치즈죽,B검은깨두유(100ml),B블루베리고구마샐러드,S복숭아(천도)-60g,S수박화채,밤콩밥(55),동태살무국,참치어묵조림,소고기우엉조림,나박김치,S증편(40g),S둥글레차,밤콩밥(55),얼갈이배추국,훈제오리냉채,도라지무침,배추김치,종료,13
256,시작,B참나물유부초밥,B(우유제외)고구마쉐이크,B방울토마토(35g),S복숭아(천도)-60g,S참외(100g),흑미밥(55),동태살국,옥수수감자전,애호박새우젓볶음,석박지,S고로케,S둥글레차,흑미밥(55),홍합탕,치즈달걀찜,얼갈이나물,오이소박이김치,종료,12
257,시작,B버섯장국죽,B요구르트,B복숭아(천도)-60g,S복숭아(60g),S호두,찹쌀팥밥(55),팽이장국,소고기토마토조림,뱅어포구이,얼갈이배추김치,S크림떡볶이,S보리차,찹쌀팥밥(55),아욱우렁된장국,채소옥수수튀김,감자당근채볶음,동치미,종료,14
258,시작,B바나나핫케이크,B검은깨두유(100ml),B복숭아(60g),S사과(35g),S참외(50g),수수밥(55),애호박새우젓국찌개,참치어묵조림,동초무침,단배추물김치,S건포도감자볼,S매실쥬스,파프리카유부초밥,미니우동,닭봉구이,매쉬드포테이토,총각김치,종료,14
259,시작,B단호박구이,B토마토쉐이크,B멜론(50g),S아몬드,S참외(50g),기장밥(55),북어달걀국,새우살채소깨무침,애호박건새우볶음,나박김치,S멸치주먹밥,S보리차,기장밥(55),무채된장국,소고기당면불고기,브로콜리무침,비트초절이,종료,13
260,시작,B으깬견과류고구마샐러드(요거트),B요구르트,B복숭아(황도)-60g,S자두(50g),S토마토(200g),잡곡밥(63),꼬막된장찌개,멸치파프리카볶음,미역줄기채소볶음,배추김치,S쑥설기(40g),S오미자아이스크림,잡곡밥(63),동태살무국,삼치무조림,해초볶음,얼갈이배추김치,종료,12
